# VRP Data - 80 Nodes
# Problem: Waste collection vehicle routing with 80 locations

# Sets
set NODES := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80;
set VEHICLES := A B C;

# Parameters
param depot_node := 1;           # Node 1 is the depot (starting point)
param checkpoint_node := 80;       # Node 80 is the checkpoint (dump point, no waste)

# Distance Matrix (meters)
param distance :
       1      2      3      4      5      6      7      8      9     10
       862    903    726    802    780    624    565    372    640    550
       450    287    490    533    672    613    583    440    372    191
       374    266     97    294    336    481    610    396    310    181
         0    651    411    375    223    394    954   1496   1368   1300
 72   1995   2037   2176   2160   1854   1670   1575   1719   1472   1350
      1210   1066   1696   1747   1491   1581   1399   1302   1102    969
       868    783   1105    811   1055    961    860   1129   1037   1220
      1121   1482   1396   1662   1557   1472   1298   1374   1117   1025
       816    681    867    583    711    758    927   1023   1292   1201
      1101    938    808    668    624    393    525    574    734    843
      1025    917    748    624    488    437    308    326    383    544
       651      0    233    277    428    530   1068   2147   2019   1951
 73   1754   1796   1935   1919   1613   1429   1334   1478   1376   1147
      1206   1217   1455   1506   1250   1340   1158   1351   1100   1120
      1019    934   1081    805    852    758    658    926    834    979
       881   1241   1155   1421   1317   1231   1057   1133    877    823
       800    832    664    734    719    565    724    782   1051    960
       860    697    615    475    613    544    525    381    540    602
       784    676    507    431    288    423    459    348    194    345
       411    233      0    116    330    369   1269   1907   1778   1710
 74   1719   1761   1899   1884   1578   1393   1298   1442   1341   1263
      1487   1342   1419   1470   1214   1304   1122   1315   1379   1245
      1144   1060   1197    921    969    874    774   1118   1018    943
       845   1205   1119   1385   1281   1196   1021   1097    841   1030
       916    958    780    859    835    681    939    746   1015    924
       824    662    865    591    729    670    641    497    747    566
       748    640    471    669    404    539    585    464    310    461
       375    277    116      0    151    253   1312   1871   1743   1675
 75   1567   1609   1748   1732   1426   1242   1147   1291   1189   1312
      1490   1513   1268   1319   1063   1153    971   1164   1384   1417
      1313   1228   1366   1090   1227   1043    942    967    867    791
       693   1054    968   1234   1129   1044    870    946    689    879
      1085   1126    949   1025   1004    847    788    595    864    773
       673    510    714    756    895    836    807    663    596    415
       597    489    320    517    559    704    833    619    445    404
       223    428    330    151      0    171    731   1719   1591   1523
 76   1604   1573   1711   1880   1597   1412   1317   1462   1360   1483
      1661   1684   1471   1304   1233   1383   1141   1334   1555   1587
      1483   1398   1536   1261   1397   1214   1113   1137   1038    962
       864   1290   1195   1220   1115   1030   1096    932    860   1050
      1256   1297   1119   1196   1174   1018    959    765    831    740
       924    681    884    927   1066   1007    977    834    766    585
       821    745    491    688    657    875   1004    790    563    575
       394    530    369    253    171      0    832   1683   1577   1509
 77   2298   2340   2478   2463   2157   1972   1877   2022   1920   2043
      2221   2244   1998   2049   1793   1884   1701   1894   2115   2147
      2043   1958   2096   1821   1957   1774   1673   1697   1598   1522
      1424   1784   1699   1965   1860   1775   1601   1677   1420   1610
      1816   1857   1679   1756   1734   1578   1519   1325   1594   1504
      1403   1241   1444   1487   1626   1567   1537   1394   1326   1145
      1327   1220   1051   1248   1556   1435   1564   1394   1452   1613
       954   1068   1269   1312    731    832      0   2450   2322   2254
 78    233    202    340    509    552    478    573    632    668    916
       975   1152    435    378    657    549    749    839   1064   1249
      1350   1435   1228   1332   1090   1184   1284   1012   1108    928
      1026    645    732    463    568    653    826    751   1030   1120
      1327   1537   1278   1635   1434   1377   1194   1125    852    943
      1030   1209   1325   1467   1514   1824   1617   1561   1388   1305
      1113   1227   1399   1499   1654   1686   1910   1784   1720   1570
      1496   2147   1907   1871   1719   1683   2450      0    212    302
 79    444    414    552    721    764    690    785    843    880   1127
      1186   1364    647    590    869    760    961   1051   1276   1461
      1562   1647   1440   1544   1301   1396   1496   1223   1320   1140
      1238    857    626    675    507    547    720    645   1242   1331
      1539   1748   1490   1847   1646   1589   1088    996    746    837
       924   1081   1197   1679   1726   2036   1829   1772   1260   1176
      1007   1121   1271   1370   1866   1557   2122   1656   1592   1442
      1368   2019   1778   1743   1591   1577   2322    212      0     91
 80    535    504    642    812    854    780    875    934    971   1218
      1277   1455    737    681    959    851   1051   1141   1367   1551
      1652   1737   1531   1635   1392   1486   1587    959   1055    875
       925    613    558    543    439    479    652    577    921   1067
      1630   1839   1580   1364   1236   1179   1020    928    678    769
       856   1013   1129   1269   1316   1621   1419   1362   1192   1108
       939   1053   1203   1302   1445   1489   1618   1588   1524   1373
      1300   1951   1710   1675   1523   1509   2254    302     91      0
;

# General Waste Demand (kilograms)
param general_demand :=
    1      15
    2      20
    3       0
    4      40
    5     170
    6       5
    7      24
    8     120
    9      60
   10      16
   11      30
   12       8
   13       7
   14       2
   15      19
   16      10
   17      17
   18      10
   19      15
   20      11
   21       3
   22       3
   23      21
   24      18
   25      12
   26      20
   27      10
   28      19
   29      23
   30      24
   31      22
   32      15
   33      16
   34       3
   35       2
   36       5
   37      21
   38      17
   39      15
   40      25
   41      20
   42       3
   43       8
   44       8
   45      22
   46      16
   47      30
   48      19
   49      14
   50      10
   51      19
   52      20
   53      26
   54      21
   55      16
   56       3
   57      14
   58      10
   59      31
   60      12
   61      23
   62       7
   63      17
   64      23
   65       8
   66      18
   67       6
   68      20
   69      19
   70      17
   71      10
   72       4
   73      15
   74      11
   75      10
   76      10
   77     110
   78       9
   79      10
   80       0   # Depot has no waste
;

# Recyclable Waste Demand (kilograms)
param recycle_demand :=
    1       5
    2       0
    3       0
    4       4
    5      12
    6       1
    7       4
    8       6
    9       5
   10       1
   11       1
   12       0
   13       0
   14       0
   15       3
   16       0
   17       2
   18       0
   19       0
   20       0
   21       0
   22       0
   23       4
   24       0
   25       0
   26       3
   27       0
   28       0
   29       3
   30       5
   31       3
   32       0
   33       0
   34       0
   35       0
   36       0
   37       0
   38       0
   39       4
   40       3
   41       3
   42       0
   43       0
   44       0
   45       0
   46       0
   47       5
   48       3
   49       2
   50       0
   51       0
   52       4
   53       3
   54       0
   55       0
   56       0
   57       0
   58       0
   59       5
   60       0
   61       0
   62       0
   63       0
   64       2
   65       0
   66       0
   67       0
   68       0
   69       0
   70       0
   71       0
   72       0
   73       0
   74       0
   75       0
   76       0
   77      10
   78       1
   79       0
   80       0   # Depot has no waste
;

# Vehicle Capacity - General Waste (kilograms)
param general_capacity :=
  A 2000
  B 2000
  C 2000
;

# Vehicle Capacity - Recyclable Waste (kilograms)
param recycle_capacity :=
  A 200
  B 200
  C 200
;

# Fixed Cost per Vehicle (THB per vehicle)
param fixed_cost :=
  A 2400
  B 2400
  C 2400
;

# Fuel Cost per kilometer (THB per km)
param fuel_cost_per_km :=
  A 8
  B 8
  C 9
;

# Maximum number of vehicles available
param num_vehicles := 20;

# End of data file
